MENU_ITEM_NAME,SUB_ITEM_QUANTITY
Extra Ranch X2,1.00
Extra Ranches,1.00
Extra Rasberry,1.00
Extra Raw Onion,1.00
Extra Red Sauce,1.00
Extra Roasted Red Pepper,1.00
Extra SD Sweet Heat,1.00
Extra Salt !,1.00
Extra Salt And Vinegar,1.00
Extra Salty,1.00
Extra Sauce Pls,1.00
Extra Sauce That Comes On The Taco On The Side,1.00
"Extra Sauce, Extra Crispy",1.00
Extra Sausage Charged,1.00
Extra Sayce,1.00
Extra Scallions On Side,1.00
Extra Scoop Ice Cream,1.00
Extra Scoop Of Ice Cream On The Side,1.00
Extra Sd Cotija,1.00
Extra Sd F Caesar,1.00
Extra Sd Of Balasamic,1.00
Extra Sd Of Coleslaw,1.00
Extra Sd Of Dresing,1.00
Extra Sd Of Spicy Mayo,1.00
Extra Sd Poblano,1.00
Extra Sd Queso,1.00
Extra Sd Salsa,1.00
Extra Sd Sc,1.00
Extra Seasoned,1.00
Extra Seasoning On Side Plz,1.00
Extra Seasoning On Steak,1.00
Extra Shot Of Buourbon On Side,1.00
Extra Shredded Cheddar Jack Cheese,1.00
Extra Shredded Cheese,1.00
Extra Shrimp As Side,1.00
Extra Shrimp On Side; Not Tossed,1.00
Extra Side Coleslaw,1.00
Extra Side Jalapenos,1.00
Extra Side Of Asian Chili Crisp,1.00
Extra Side Of Balsamic Reduction,1.00
Extra Side Of Boom Boom,1.00
Extra Side Of Caesar,1.00
Extra Side Of Caesar Dressing,1.00
Extra Side Of Cesar Dressing,1.00
Extra Side Of Cocktail***,1.00
Extra Side Of Csr,1.00
Extra Side Of Garlic Parm Sauce,1.00
Extra Side Of Guac,1.00
Extra Side Of Hot Sauce,1.00
Extra Side Of Hot Wing Sauce,1.00
Extra Side Of Hot Wing Sauce Please!!,1.00
Extra Side Of Jalapanos,1.00
Extra Side Of Jalapenos,1.00
Extra Side Of Lemon Pepper,1.00
Extra Side Of Mayo!!!,1.00
Extra Side Of Poblano,1.00
Extra Side Of Sour Cream,1.00
Extra Side Of Sweet Heat,1.00
Extra Side Of Sweet Heat Sauce,1.00
Extra Side Of Teryaki,1.00
Extra Side Queso,1.00
Extra Side Ranch,1.00
Extra Side Sour Cream,1.00
Extra Side Thai Chili Sauce Pls,1.00
Extra Side With Pretzel,1.00
Extra Sidw Dressing,1.00
Extra Simple,1.00
Extra Simple Syrup,1.00
Extra Simple Syrup To Make It Sweeter,1.00
Extra Slice Of Cheese Please!,1.00
Extra Small Side Of Ceasar Dressing,1.00
Extra Sour,1.00
Extra Sour Crm,1.00
Extra Sour Crm On Nachos,1.00
Extra Spicy Mayo On Sde,1.00
Extra Spicy Mayo Onside,1.00
Extra Spicy!!,1.00
Extra Spicy/ Salt Rim,1.00
Extra Steak,1.00
Extra Strong,1.00
Extra Sweet Heat On Side,1.00
Extra Sweet Heat On The Side,1.00
Extra Taco No Chips And Salsa,1.00
Extra Taco Seasoning,1.00
Extra Taco Seasoning On Chicken,1.00
Extra TarTar Sauce,1.00
Extra Teriakyi Sauce On Wrap,1.00
Extra Teyaki,1.00
Extra Thin Smashburger - Pedro Style,1.00
Extra Toasted Please,1.00
"Extra Toasted, Spicy Mayo On Side",1.00
Extra Toasty,1.00
Extra Tomato And Pickles,1.00
Extra Tomato Please!!!!!,1.00
Extra Tomato Sauce,1.00
Extra Tomatoe,1.00
Extra Tomatoes,1.00
Extra Truheen,1.00
Extra Veggie,1.00
Extra Vinager On Side,1.00
Extra Vingar Andboil Onside,1.00
Extra Well Done Fish,1.00
Extra Well Done Fish!,1.00
Extra Well Done N Crispyyy ! Close To Burnt !,1.00
"Extra Well Done, Extra Crispy",1.00
Extra Welldone,1.00
Extra Wet Buffalo,1.00
Extra Wet KBBQ,1.00
"Extra Wet, Well Done",1.00
Extra With The Tenders Pls !,1.00
Extra Wong,1.00
Extra Wrap,1.00
Extra Xrispy,1.00
Extra basket,1.00
Extra buffalo on side,1.00
Extra garlic butter,1.00
Extra jala Inside,1.00
Extra lettuce,1.00
Extra onion rings,1.00
Extra onions,1.00
Extra. Crispy,1.00
Extraaa Crispy Crunchy Pls 💓,1.00
Extraaaa Crispy,1.00
Extraaaa Crispyyyyy,1.00
Extracheese,1.00
Extracwet,1.00
Extravdressing,1.00
Extremely Light Chz + EXTRA CRISPY,1.00
Extremly Crispy,1.00
Extrq Crispy,1.00
Extrw Sd Cowb,1.00
Extta,1.00
Extta Seasoning On Chips,1.00
F Shrimp,1.00
F75,1.00
FAT SIDE OF PICKLES,1.00
FAT Side Of Pickles,1.00
FATTT SIDE PICKLES,1.00
FISH GRILLED,1.00
FIVE WINGS BBQ,1.00
FKIGHT,1.00
FLAMINGO SKYLINE,1.00
FLATS ONLY,1.00
FLATS ONLY PLS,1.00
FLORAL,1.00
FLY!!!!!!!!,1.00
FOR A DOG,1.00
FOR A HUMAN,1.00
FOR BETH,1.00
FOR LILIAN,1.00
FOR LILLIE,1.00
FOR LILLIE !,1.00
FOR LIN,1.00
FOR LYN,1.00
"FOR LYNN, just pork, cheese, and sour cream pls",1.00
FOR MARKETING TEAM,1.00
FOR MARKETING TEAM MAKE IT PRETTY,1.00
FOR NICK,1.00
FOR OLIVIA AT TABLE 45,1.00
FRENCH FRIES !!!,1.00
FRESH JUICE,1.00
FRIED !!!!!,1.00
FRIED BUFFALO CHICKEN,1.00
FRIED CHIC TPSSED IN BUFF,1.00
FRIED CHICKEN NOT GRILLED !!!,1.00
FRIED CHICKEN NOT GRILLED PLEASE,1.00
FRIED CHICKEN! ADD CROUTONS,1.00
FRIED CHICKEN!!,1.00
"FRIED CHICKEN, TOSS IN BUFFALO, RANCH OTS",1.00
FRIED CHICKEN\XTRA CRISPY,1.00
FRIED CHICKEN\XTRA CRISPY!,1.00
FRIED CHICKRN,1.00
FRIED CHIX,1.00
FRIED EGG,1.00
FRIED EGG PLS !,1.00
FRIED EXTRA WELL,1.00
FRIED FISH,1.00
FRIED HARD,1.00
FRIED WELL,1.00
FRIED WITH FRIES IN A BASKET,1.00
FRIED!!!,1.00
FRIES ! NO CHIPS !,1.00
FRIES 86 chips,1.00
FRIES EXTRA CRISPY NO SALT,1.00
FRIES EXTRA EXTRA CRISPY PLEASE,1.00
FRIES FIRST,1.00
FRIES INSTEAD OF CHIPS,1.00
FRIES LOADED,1.00
FRIES ON THE SIDE,1.00
FRIES ON THIS ONE TOO NO CHIPS AND SALSA !,1.00
FRIES SEPERATE TOGO,1.00
FRIES W SIDE OF POBLANO SAUCE,1.00
FROM SHAUNA,1.00
FROZEN GLASS PLS !,1.00
FRUED CHUCKEN,1.00
FRUED CHX,1.00
FRUED.CHUCKEN,1.00
FRUIT SIDE,1.00
FRUUT CUP AS SIDE,1.00
FRY AND BREAD CAULIFLOWER PLS,1.00
FRY CHICKEN PLS,1.00
FRY HARD,1.00
Fall,1.00
Fall Sparkler!!!!,4.00
Fantos,1.00
Fat Side Of Queso Por Favor,1.00
Fattttt Side Of Pickles,1.00
Felipe To Go,1.00
Fever Tree Gapefruit Juice,1.00
Ff Extra Crispy,1.00
Ff Well Done,1.00
Fill To The Top,1.00
"Filthy, Extra Dirty Martini",1.00
First,1.00
First Out,1.00
Fish Crispy!!!!!!!!,1.00
Fish Fried Crispy,1.00
Fish Fried Crispy Pls !!!,1.00
Fish Sandwhich,1.00
Fish Sandwich,1.00
Fish Separate From FF plz,1.00
Fish Tossed In Boom Boom,1.00
Fish Well Done,1.00
Flight Please!,1.00
Flight!!!!!!,1.00
Flight:!!!!!!!,1.00
Flights Peaaaaasssss,1.00
Flightttttt,1.00
Flighy,1.00
Float On Top Marg,1.00
Floater Of Same Repo Tequila,1.00
Flour,1.00
Flour Taco,1.00
Flour Tacos,1.00
Flower,1.00
Flower Power,1.00
Flower Power Shot W/ Rum,1.00
Fly Eagle,1.00
Fly Eagles,1.00
For 1,2.00
For 2 People,1.00
For 6 People,1.00
For A Dawg,1.00
For A Dog,1.00
For A Human,1.00
For A Lil Puppy,1.00
For Adi,1.00
For Ansley,1.00
For Bebe,1.00
For Connor After Shift,1.00
For Dog!!!!,1.00
For Dogs,1.00
For Eric,1.00
For Gabs,1.00
For Human,1.00
For Jackson,1.00
For Kate,1.00
For Kristen- Bebe,1.00
For Lillie - Not The Shrimp Fryer Pls,1.00
For Lillie :P,1.00
For Lyn,1.00
For Lynn!!!!!!!!!,1.00
For Marg,1.00
For Mike To Go,1.00
For Moo Deng,1.00
For Mr.Felipe,1.00
For Nachos,1.00
For Person Not Dog,1.00
For Pup,1.00
For Puppies,1.00
For Social Media,1.00
For The Cutest Lil Baby Puppy,1.00
For Tom Amd Sheila,1.00
For Will,1.00
For.lynn,1.00
Four flavors: Nashville Hot & Rajin Cajun,1.00
Frances Special,1.00
Fred Chicken,1.00
Free Draft Card !!!,1.00
Free Draft Coupon,1.00
Free Draft Ticket,1.00
Freed Draft,1.00
French,1.00
Fresh And Hot Please,1.00
Fresh Ginger Beer,1.00
Fresh Glass,1.00
Fried & Tossed In Asian Chili Crisp,1.00
Fried & Tossed In Asian Chili Crisp :D,1.00
Fried & Tossed In Nashville Hot Pls :),1.00
Fried And Tossed In Asian Chili Crisp Pls,1.00
Fried And Tossed In Lemon Pepper,1.00
Fried And Tossed In Lemon Pepper <3 For Human <3,1.00
Fried And Tossed In Nashville Hot,1.00
Fried And Tossed In Nashville Hot Pls,1.00
Fried And Tossed In Rajin Cajun Pls,1.00
Fried And Tossed Like Gilroy Fries Pls,1.00
Fried Boom Boom Shrimp,1.00
"Fried Brussels - Ksp,balsamic, Parmesan",1.00
Fried Buff Chicken Cheese,1.00
Fried But If Not Over Hard Is Fine,1.00
Fried Chic,1.00
Fried Chic Pls,1.00
"Fried Chicken , Tossed In Buffalo",1.00
Fried Chicken 3 Tenders,1.00
Fried Chicken Plzzzz,1.00
Fried Chicken Tenders,1.00
Fried Chicken Tinders,1.00
Fried Chicken Toss In Buffalo,1.00
Fried Chicken Tossed In Kor Bbq,1.00
Fried Chicken!!!!!!!!!,1.00
Fried Chicken!!!!!!!!!!,1.00
Fried Chicken!!!!!!!!!!!!!!!!!!,1.00
Fried Chicken*,1.00
"Fried Chicken, Only Chicken & Cheese",1.00
"Fried Chicken, Toss In Buffalo, As A Wrap",1.00
"Fried Chicken, Well Done",1.00
Fried Chicken\\on The Side,1.00
Fried Chicken\xtra Crispy,1.00
Fried Chkn,1.00
"Fried Chx Buffalo, Ranch, Lettuce",1.00
Fried Chx For Wrap,1.00
Fried Egg. No Runny Yolk,1.00
Fried Hard Egg,1.00
Fried Hard Wings,1.00
"Fried Hard Wings, No Cole",1.00
Fried Hard Xtra Crispy Crunchy,1.00
Fried Instead Of Grilled Pls,1.00
Fried Medium,1.00
Fried Mozarella S,1.00
Fried N Seasoned,1.00
Fried Ofc,1.00
Fried Plz,1.00
Fried Shrimp Pls,1.00
Fried Shrimp Tossed In Boom Boom,1.00
Fried Shrimp\toss Boom Boom,1.00
Fried Soft,1.00
Fried Tender Tossed In Buffalo Inside A Caesar Salad Wrap But No Parm,1.00
Fried Tenders (Cut Up),1.00
Fried To Go,1.00
Fried Toss Boom Boom,1.00
Fried Tossed In Buff,1.00
Fried chicken tossed in BSB,1.00
Fries And Brussels❤,1.00
Fries And Temders Crispy,1.00
Fries And Utah Sauce,1.00
Fries As Side With Mayo,1.00
Fries Cooked Crispy,1.00
Fries Cooked Soft,1.00
Fries Crisp,1.00
Fries Crispy No Seasoning,1.00
Fries Crispy Please,1.00
Fries Crispy Please!,1.00
Fries Eat In,1.00
Fries Extra Crispy As Well,1.00
Fries Extra Crispy Please,1.00
Fries Extra Crispy!!!!!,1.00
Fries Extra Crispyy,1.00
Fries Extra Crispyyyy,1.00
Fries Extra Extra Extra Crispy,1.00
"Fries For Here, Steak In A Box. Im Sorry Thank You",1.00
Fries Fried Hard,1.00
Fries In BSB Plz,1.00
Fries In Cajun,1.00
Fries In Lemon Pepper Toob,1.00
Fries In Nashville+Rag Caj,1.00
Fries In Ragin Cagin,1.00
Fries In Separate Box Plz,1.00
Fries In Separate Container,1.00
Fries Instead Of Chip & Salsa,1.00
Fries Instead Of Chipsn,1.00
Fries Lemon Pepper Toss,1.00
Fries No Chips,1.00
Fries No Chipsnand Salsa,1.00
Fries No Seasoning!!,1.00
Fries On Separate Plate,1.00
Fries On Side  No Chips,1.00
Fries On Side Instead Of Home Fries,1.00
Fries On Side With Sweet Baby Rays,1.00
Fries On The Side,1.00
Fries Rajin Cajiun,1.00
Fries Separated,1.00
Fries Sub No Chips,1.00
Fries To Go,1.00
Fries Toss In Rasin Cajun,1.00
Fries Toss Rajin Cajin,1.00
Fries Tossed In BSB,1.00
Fries Tossed In Buff,1.00
Fries Tossed In Garlic Parm,1.00
Fries Tossed In Hon Must,1.00
Fries Tossed In Lemon Pep,1.00
Fries Tossed In Lmn Ppr,1.00
Fries Tossed In Nash Hot,1.00
Fries Tossed In Ragin Cajun Dry Rub,1.00
Fries Tossed In Raging Cajun,1.00
Fries Tossed In Rajun Cajin,1.00
Fries Tossed In Salt And Vinegar Pls,1.00
Fries Tossed Lemon Pepper,1.00
Fries Tossed Nashville Hot,1.00
Fries Tossed Rajin Cajun,1.00
Fries Tossed Rajun Cajun,1.00
Fries W No Salt,1.00
"Fries Well Done, Extra Crispy",1.00
Fries With A Side Of Hot Sauce,1.00
Fries With Lemon Pepper,1.00
Fries With NO SALT AND PEP,1.00
Fries Xtra Crisp,1.00
Fries Xtra Crisph,1.00
Fries and burger on seperate trays,1.00
Fries extra crispy,1.00
Fries tossed in lemon pepper,1.00
Fries with cheese,1.00
"Fries, Xtra Crispy",1.00
Friescxtra Crispy,1.00
Frued Chucken,1.00
Frues Extra Crispy,1.00
Fry And Season Lemon P Thanks,1.00
Fry Chi,1.00
Fry Chicken And Toss In Boom Boom,1.00
Fry Chicken And Toss In Rajin Cajun Please,1.00
Fry Chicken Pls <3,1.00
Fry Chicken Toss Buffalo,1.00
Fry Chicken Toss In Buffalo Pls,1.00
Fry Chicken Toss In Ragin Cajun,1.00
Fry Chicken/Toss In Buffalo,1.00
Fry The Chicken N Toss In Buffalo Plsss ❤,1.00
Fuck Ton Of Butter On That Hoe Peez 💓,1.00
Full Order,1.00
Full Sample,1.00
GARDEN ON SIDE,1.00
GARLIC ALLERGY CHANGE GLOVES,1.00
GARLIC PARM & HOT WING SAUCE MIX,1.00
GARLIC PARM + BOOM BOOM MIX !!!!,1.00
GARLIC PARM + Sweet Heat Mix !!!!,1.00
GARLIC PARM AND ASIAN CHILI ON SIDE,1.00
GARLIC PARM BOOM MIX,1.00
GARLIC PARM LEM PEP MIX,1.00
GARLIC PARM ON SIDE!!!,1.00
GARLIC PARM SIDE,1.00
GARLIC PARM WINGS PLS,1.00
GARLIC PARM. PLS,1.00
GARLIC RAGIN CAJUN,1.00
GB On Side,1.00
GHOST TEQUILA,1.00
GILROY GARLIC FRIES,1.00
GILROY GARLIC ON TOTS PLEASE,1.00
GILROY GARLIC TOSS,1.00
GINGERALE NO BEER,1.00
GINGERALE ON SIDE :-),1.00
GLAZE ON SD,1.00
GLUTEN ALLERGY BEWARE,1.00
GLUTEN ALLERGY CHANGE GLOVES,1.00
GLUTEN ALLERGY CHNAGE GLOVES,1.00
GLUTEN ALLERGY!!!!,1.00
GLUTEN ALLERGY*,1.00
GLUTEN FREE !!!,1.00
GO LIGHT ON TOMATO,1.00
GRATED PARM OTS OF FRIES,1.00
GRAVY ON SIDE,1.00
GRAVY ON SIDE !,1.00
GREEN PEPPER OM SD,1.00
GREEN PEPPERS,1.00
GREYHOUND,1.00
GRIKKED CHICKEN,1.00
GRILLD CHICKEN,1.00
"GRILLED , LIGHT SAUCE",1.00
"GRILLED , SAUCE ON THE SIDE",1.00
GRILLED CHEESE,1.00
GRILLED CHICKEN BLACKENED,1.00
GRILLED CHICKEN ON HALF,1.00
GRILLED CHICKEN PLEASE,1.00
GRILLED CHICKEN TENDERS,1.00
"GRILLED CHICKEN, ADD ONION, 86 TOMATO",1.00
"GRILLED CHICKEN, TOSSED BUFFALO",1.00
GRILLED INSTEAD,1.00
GRILLED NO FRIED,1.00
GRILLED NOT CRISPY CHICKEN,1.00
GRILLED NOT FRIED !,1.00
GRILLED NOT FRIED !!!!!,1.00
GRILLED PLAIN,1.00
GRILLED PLEASE,1.00
GRILLED SHRIMP,1.00
GRILLED WELL DONE,1.00
GRILLED WITH LIGHT SEASONING,1.00
GRILLED!!!,1.00
"GRILLED,***",1.00
GRILLED.,1.00
"GRILLED. CHICKEN!!, NO TOMATO",1.00
GRILLED\BLACKENED!,1.00
GRILLWD BLACKENED CHICKEN,1.00
GRULLED CHEESE FOR KID,1.00
GSRLIC FRIES,1.00
GUMMY BEAR GARNISH,1.00
Garden Mule - Guava Texas,1.00
Garlic Butter On Side,1.00
Garlic Butter Sauce Instead,1.00
Garlic Butter Sauce Side,1.00
Garlic Butter Sauce Sub,1.00
Garlic F,1.00
Garlic Friee,1.00
Garlic Fries!!!!,1.00
Garlic Gilroy,1.00
Garlic Oil On Side!!!,1.00
Garlic Parm Fries,1.00
Garlic Parm Hot,1.00
Garlic Parm Lem Pep Mix,1.00
Garlic Parm On Side,1.00
Garlic Parm Ots,1.00
Garlic Parm Sauce,1.00
Garlic Parmesan Sauce On Side,1.00
Garlic Sauce Base Please,1.00
Garlic Sauce On Sde,1.00
Garlic Tits,1.00
Garlic Tots!!!!,1.00
Garlic Tots!!!!!,1.00
Garlice Butter Instead Of.tomatoe,1.00
Gb,1.00
Genesis,1.00
Gerandine And Pineapple Lite And Lite Ice,1.00
Get Crazy With The Jalapenos,1.00
Get Salad First,1.00
Get Slutty Widdem,1.00
Gg,1.00
Gillroy Tots,1.00
Gilrot Garlic Fries,1.00
Gilroy Garlic Tots!,1.00
Gim,1.00
Gin Gimlette,1.00
Ging,1.00
Ginger Beer Sidecar,1.00
Girl,1.00
Glass For Both,1.00
Glass Of Ice With Lemon,1.00
Glass W Lime,1.00
Glass With A Lime,1.00
Glass With Lime,1.00
Glass!!!!,1.00
Glaze On Side,1.00
Gluten Allergy*****,1.00
Gluten Free Alegeric,1.00
Go Rarer On Steak,1.00
Goes With Tacos,1.00
Going To 44,1.00
Going To The Couch,1.00
Gralic Fries,1.00
Gran Manier,1.00
Grand And Henny Same Glass Sugar Rim Neat Orange Garnish,1.00
Grand Marnier On Top,1.00
Grande Porfa,1.00
Graoefruit,1.00
Grapefruit Wedge,1.00
Grapfruit,1.00
Gravy On Sidw,1.00
Greeb Tea,1.00
Green Dress,1.00
Green Glasses,1.00
Green Onions On Side,1.00
Green Pepper,1.00
Green Peppers,1.00
Green Red Pepper . Mozarella And Sweetvpotato Fries,1.00
Green Tea Drink,1.00
Green Tea Shot Double,1.00
Green Tea Shot/ Make With Love,1.00
Green Tea Shots For Patio,4.00
Green Teani,1.00
GreenTea,1.00
Grey Manhattan Jacket,1.00
Grey Pnt Jersey,1.00
Grey Shirt Glasses Fm,1.00
Greyhound With Fever Tree,1.00
Gril Tortilla Please,1.00
Griled Chicken,1.00
"Griled Chicken,",1.00
Grill Blackne,1.00
Grill Chicken Well,1.00
Grill Fish No Blackened,1.00
Grill Not Fry,1.00
Grill Onions,1.00
Grill Pleaee,1.00
Grill Season With Blackened,1.00
Grill Tf Out That Wrap,1.00
Grill That Wrap Up Crispy Crunchy,1.00
Grill The Wrap Lightly Please !,1.00
Grill Tortilla A Lil Extra Crispy,1.00
Grill Tortillas So Theyre Crispy Pls,1.00
Grill With Asian Chilli Sauce,1.00
Grill With Nashville Hot,1.00
Grill With Rajn Cajun,1.00
Grill With Rajun Cajun,1.00
Grill Wrap If Possible,1.00
Grilld Chicken,1.00
Grilled Add Lem Pepper,1.00
Grilled And Add Tomato,1.00
Grilled Blackened Fish,1.00
Grilled But With Gilroy Garlic Seasoning On Them Pls >.< <3,1.00
Grilled Chcicken,1.00
Grilled Cheese Sandwich,1.00
Grilled Chicke!!!!!!!,1.00
Grilled Chicken !!!!!,1.00
Grilled Chicken Ceaser Salad Wrap,1.00
Grilled Chicken No Pork,1.00
Grilled Chicken Not Fried,1.00
Grilled Chicken On The Side!!!!!!!!!!!!!!,1.00
Grilled Chicken Patty,1.00
Grilled Chicken Pls,1.00
Grilled Chicken Sandwhich,1.00
Grilled Chicken Sandwich,1.00
Grilled Chicken Sub No Paddy,1.00
Grilled Chicken Toss Chicken In Ragin Cajun,1.00
Grilled Chicken Toss In Garlic Parm,1.00
Grilled Chicken!,1.00
Grilled Chicken!!!!!!!!!!!!,1.00
Grilled Chicken****,1.00
Grilled Chickennn,1.00
Grilled Chix,1.00
Grilled Chk Breast. Not Fried,1.00
Grilled Chx Caesar,1.00
Grilled Cod Please,1.00
Grilled Fish,1.00
Grilled In A Wrap,1.00
Grilled Instead Of Fried,1.00
Grilled Not Fried Chicken,1.00
Grilled Onions Added,1.00
Grilled Onions And Pepperjack Cheese!!!!!!!!!!,1.00
Grilled Onions On Burger,1.00
Grilled Shrimp On Side,1.00
Grilled Shrimp On The Side,1.00
Grilled Shrimp Skeweer,1.00
"Grilled Shrimp, No Seasoning,",1.00
Grilled Well,1.00
Grilled.chicken,1.00
Grillef Chicken,1.00
Griller Chicken,1.00
Ground Beef And Cheese,1.00
Grulled.chicken,1.00
Grummpy. Bliss.  Ghost.  Gasoline D,1.00
Gtilled Chicken,1.00
Guac Burger No Slaw PlEase,1.00
Guacamole On The Side*,1.00
Guava / Sugar Rim,1.00
Guava And Half Of Alcohol In It,1.00
Guava B,1.00
Guava Flavor,1.00
Guava Flavoring,1.00
Guava Marg!,1.00
Guava Pls :D,1.00
Guava W A Sugar Rim,1.00
Guava W Sugar Rim,1.00
Guava With Sugae Rim,1.00
Guava With Sugar,1.00
Guava With Sugar Rim,1.00
Guava Witj Tajin Rim,1.00
Guava!,1.00
Guava*,1.00
"Guava, Salt Rim",1.00
Guavamelon Groove,1.00
Guave,1.00
Guiness,1.00
Gulten Alergy,1.00
Gummy Bear Drink,1.00
HALF AMOUNT OF FRIES,1.00
HALF BACON HALF MUSHROOM,1.00
HALF BOOM BOOM HALF KOR BBQ,1.00
HALF BUFF LEMONP,1.00
HALF CHEESE PIZZA,1.00
HALF CHICKEN,1.00
HALF CHICKEN HALF PORK,1.00
HALF CIDER,1.00
HALF FRIED HALF GRILLED,1.00
HALF FRIED HALF GRILLED SHRIMP,1.00
HALF GUINESS,1.00
HALF K BBQ,1.00
HALF KONA BIG WAVE,1.00
HALF LEMON PEPPER HOT HALF TERIYAKI,1.00
HALF MARGHERITA,1.00
HALF MOZZARELLA HALF RICOTTA PIZZA,1.00
HALF NO MUSHROOM,1.00
HALF ONLY CHEESE (Mozzeralla),1.00
HALF ORDER OF FRIES,1.00
HALF PEP HALF BACON,1.00
HALF PEPPERONI,1.00
HALF PLAIN,1.00
HALF SAUSAGE,1.00
HALF STEAK,1.00
HALF TO GO,1.00
HALF TOTS HALF FRIES,1.00
HALF sweet Heat HALF asian Chili Crisp,1.00
HEAVY ON THE HONEY PLS !,1.00
HENNESY,1.00
HIGH LIFE,1.00
HOME FRIES NOT TOTS,1.00
HONEY MUSTARD OUT EITH FOOD,1.00
HONEY ON SD,1.00
HONEY OTS,1.00
HONEY SYRUP,1.00
HOT,1.00
HOT & Garlic Parm MIX,1.00
HOT - Teriyaki- LEM PEP,1.00
HOT AND TERIYAKI MIX,1.00
HOT BOOM BOOM MIX,1.00
HOT BUFF MIX,1.00
HOT HONEY & PEP ON ONE SIDE,1.00
HOT HONEY ONLY ON HALF,1.00
HOT HONEY SAUCE ON SIDE,1.00
HOT LEM PEP MIX TOGETHER,1.00
HOT LEMON PEP MIX,1.00
HOT LEMON PEPPAAAAA,1.00
HOT LEMON PEPPER MIX,1.00
HOT SAUCE LEMON PEPPER NASHVILLE HOT MIX,1.00
HOT SAUCE MIX,1.00
HOT SAUCE SWIRL,1.00
HOT SAUCE TERIYAKI MIX,1.00
HOT TERIYAKI,1.00
HOT TERIYAKI MIX ON HALF,1.00
HOT TERIYAKI TOSS TOGETHER !!!,1.00
HOT TERIYAKI WITH LEM PEP SPRINKLES,1.00
HOT WING SAUCE AND BBQ MIXED!,1.00
HOT WING SAUCE ON SIDE,1.00
HOTLEMPEP,1.00
HUMAN NOT DOG PLATE !,1.00
HURRICANE,1.00
Half,1.00
Half  Toss In Poblano,1.00
Half Angry Orchard,1.00
Half Angry Orcherd,1.00
Half Asian Chili,1.00
Half Asian Chili Half Hot,1.00
Half Asian Crisp Half Lemon Pepper,1.00
Half BSB Half Hot Honey,1.00
Half BSB Half Lemon Pepper,1.00
Half BSB Half Sweet Heat,1.00
Half BSB half Garlic Parm,1.00
"Half BSB, Half Korean BBQ",1.00
Half Bacon Half Cheese!!!,1.00
Half Bbq,1.00
Half Bbq Half Sweet Heat,1.00
Half Blue Moon,1.00
Half Boom Boom Half Cajun,1.00
Half Brass Tap Half Plain Cheese,1.00
Half Brown Sugar,1.00
Half Bsb,1.00
Half Buff LP MIX,1.00
Half Buff Lemon Pepper,1.00
Half Buffalo,1.00
Half Buffalo Half Garlic Parm,1.00
Half Buffalo Half Lemon Pepper,1.00
Half Buffalo Half Teriyaki,1.00
Half Buffalo Lemon Pepper!,1.00
"Half Buffalo, Half Korean Bbq",1.00
Half Buffalo\\ Half Lemon,1.00
Half Cajun Half Nashville,1.00
"Half Cajun, Half Sweet Heat",1.00
Half Cajun/half Sweet Heat Bbq,1.00
"Half Cheese, Half Bacon/pepperoni",1.00
Half Cheese/Half Pep,1.00
Half Chicken Half Pork,1.00
Half Chicken Half Steak,1.00
Half Cranberry In To Go Cup For Ambrose,1.00
Half Extra Wet. Half Regular Wet,1.00
Half Fried Half Grilled Shrimp,1.00
Half Fries Half Onion,1.00
Half Fries Half Onion Rings,1.00
Half Gaelic,1.00
Half Galeic,1.00
Half Garlic \\ Half Lemon,1.00
Half Glass,1.00
Half Grapefruit Juice,1.00
Half Green Peppers,1.00
Half Grilled Chicken Half Pepperoni,1.00
Half Grumpy Granny!!!!!!!!!!!!!,1.00
Half Guinness Half Highland Gaelic Ale,1.00
Half Guinness!!!!!!,1.00
Half H2o,1.00
Half HOT Half BSB,1.00
Half Half Plz,1.00
Half Have Lemon Pepper Seasoning,1.00
Half Hit Half Asian Chili,1.00
Half Hot Hald Lem Pep,1.00
Half Hot Half Buffalo,1.00
Half Hot Half Lp,1.00
Half K Bbq,1.00
Half Korean Half Hot,1.00
Half Lem Pep Half Ragin Cajun,1.00
Half Lem Pep Half Raging Cajun,1.00
Half Lemon Pep Half Garlic Parm,1.00
Half Lemon Pepper Half Buffalo,1.00
Half Lemon Pepper Half Sweet Heat,1.00
"Half Lemon Pepper, Half Bbq",1.00
"Half Lemon Pepper, Half Buffalo",1.00
Half Lemon Pepper. Half Hot Honey,1.00
Half Louisiana,1.00
Half M,1.00
Half Mushroom Half Bacon,1.00
Half N Half With Korean Bbq,1.00
Half NO MUSHROOM,1.00
"Half Nashville Hot, Half Bsb",1.00
Half No Cheese,1.00
Half No Red Onions,1.00
Half Of The Pizza Cheese Only Please!!!!!!!!!!,1.00
Half Onion On Pizza,1.00
Half Onion Ring / Half Fries,1.00
Half Parmesan Half Cajun,1.00
Half Peperoni,1.00
"Half Peperoni , Half Ham",1.00
Half Pepp,1.00
Half Pepper. Mushroom And Basil,1.00
Half Pepperoni Half Cheese,1.00
Half Pepperoni Half Mushroom!!!!!!!!!!!!!!!!!,1.00
Half Pepperoni Half Sausage And Basil,1.00
Half Phil Sauce,1.00
Half Pineapple Half Tonic,1.00
Half Ragin Cajun Half BSB,1.00
Half Ragin Cajun Half Buffalo,1.00
Half Ragin Cajun Half Kbbq Please,1.00
"Half Ricotta On One Side, Half Mozzarella One Side",1.00
